word,side,affix,root,root_free,method,zipf,freq,comp
sparseness,suffix,ness,sparse,True,family,1.64,4.37e-08,0.45792534947395325
prominence,suffix,ance,promin,False,family,3.54,3.47e-06,0.457931786775589
cannibalism,suffix,ism,cannibal,True,family,3.01,1.02e-06,0.4579581022262573
finest,suffix,est,fine,True,family,4.15,1.41e-05,0.4580273926258087
cleverly,suffix,ly,clever,True,family,3.18,1.51e-06,0.45830148458480835
contrition,suffix,ion,contrite,True,freeroot,2.62,4.17e-07,0.4583897292613983
sceptical,suffix,al,sceptic,True,family,3.09,1.23e-06,0.45840099453926086
overeager,prefix,over,eager,True,family,1.88,7.59e-08,0.458624929189682
clumsier,suffix,er,clumsy,True,family,1.58,3.8e-08,0.4586750268936157
historic,suffix,ic,history,True,family,4.49,3.09e-05,0.45870241522789
witless,suffix,less,wit,True,family,2.32,2.09e-07,0.45876091718673706
humblest,suffix,est,humble,True,family,2.19,1.55e-07,0.4587855637073517
seriously,suffix,ly,serious,True,family,4.94,8.71e-05,0.4587930142879486
insincere,prefix,im,sincere,True,family,2.66,4.57e-07,0.45897772908210754
rashness,suffix,ness,rash,True,family,1.82,6.61e-08,0.45905083417892456
inhumane,prefix,im,humane,True,family,3.14,1.38e-06,0.4592685401439667
endless,suffix,less,end,True,family,4.18,1.51e-05,0.45928508043289185
indiscipline,prefix,im,discipline,True,family,2.19,1.55e-07,0.45929375290870667
uneducated,prefix,un,educate,True,family,3.24,1.74e-06,0.4593939781188965
intertwine,prefix,inter,twine,True,family,2.28,1.91e-07,0.45949286222457886
explode,prefix,ex,plode,False,family,3.8,6.31e-06,0.45961079001426697
strategic,suffix,ic,strateg,False,family,4.43,2.69e-05,0.45964673161506653
shallowness,suffix,ness,shallow,True,family,2.19,1.55e-07,0.45966634154319763
dynasty,suffix,y,dynast,True,family,3.87,7.41e-06,0.45974835753440857
communist,suffix,ist,commune,True,family,4.32,2.09e-05,0.4597852826118469
fairest,suffix,est,fair,True,family,3.09,1.23e-06,0.45984476804733276
scraper,suffix,er,scrape,True,freeroot,2.76,5.75e-07,0.45988035202026367
magical,suffix,al,magic,True,family,4.22,1.66e-05,0.4599650204181671
anecdotal,suffix,al,anecdote,True,freeroot,3.17,1.48e-06,0.459972083568573
attraction,suffix,ion,attract,True,family,4.11,1.29e-05,0.46007198095321655
loosest,suffix,est,loose,True,family,1.95,8.91e-08,0.46007394790649414
leguminous,suffix,ious,legume,True,freeroot,1.76,5.75e-08,0.46020615100860596
gunner,suffix,er,gun,True,family,3.31,2.04e-06,0.4602113664150238
examination,suffix,ion,examine,True,family,4.26,1.82e-05,0.46042001247406006
vicarage,suffix,age,vicar,True,freeroot,2.7,5.01e-07,0.4605330228805542
illicitly,suffix,ly,illicit,True,freeroot,2.15,1.41e-07,0.46060240268707275
fondest,suffix,est,fond,True,family,2.54,3.47e-07,0.46061959862709045
opportunist,suffix,ist,opportune,True,family,2.77,5.89e-07,0.4606465995311737
vitality,suffix,ity,vital,True,family,3.41,2.57e-06,0.46065306663513184
transform,prefix,trans,form,True,family,4.04,1.1e-05,0.46074753999710083
inoculation,suffix,ion,inoculate,True,freeroot,2.66,4.57e-07,0.46078020334243774
falsity,suffix,ity,false,True,family,2.32,2.09e-07,0.4608113169670105
fermentation,suffix,ion,ferment,True,freeroot,3.3,2e-06,0.46084892749786377
treasonous,suffix,ious,treason,True,family,2.68,4.79e-07,0.4609125256538391
wickedness,suffix,ness,wicked,True,family,2.93,8.51e-07,0.461193323135376
thinness,suffix,ness,thin,True,family,2.39,2.45e-07,0.4614814817905426
weedy,suffix,y,weed,True,freeroot,2.37,2.34e-07,0.4615115821361542
discolored,prefix,dis,color,True,family,2.49,3.09e-07,0.4616946578025818
lovable,suffix,able,love,True,family,3.23,1.7e-06,0.46190354228019714
strictness,suffix,ness,strict,True,family,2.2,1.58e-07,0.4620043635368347
terminus,suffix,us,termin,False,family,3.18,1.51e-06,0.46255987882614136
dullest,suffix,est,dull,True,family,2.2,1.58e-07,0.4626595973968506
education,suffix,ion,educate,True,family,5.28,0.000191,0.46273601055145264
flirtation,suffix,ion,flirt,True,family,2.74,5.5e-07,0.4627649486064911
uninterested,prefix,un,interest,True,family,3.02,1.05e-06,0.46277788281440735
fibrosis,suffix,sis,fiber,True,family,3.19,1.55e-06,0.46286043524742126
overexcited,prefix,over,excite,True,family,2.36,2.29e-07,0.462958425283432
phallus,suffix,us,phallo,False,family,2.52,3.31e-07,0.4629800319671631
awkwardness,suffix,ness,awkward,True,family,3.0,1e-06,0.462993860244751
futurism,suffix,ism,future,True,family,2.47,2.95e-07,0.46300777792930603
argument,suffix,ment,argue,True,family,4.64,4.37e-05,0.4631604850292206
nihilism,suffix,ism,nihil,True,family,2.74,5.5e-07,0.4631991386413574
egoism,suffix,ism,ego,True,family,2.38,2.4e-07,0.4632088243961334
buffoonery,suffix,ory,buffoon,True,freeroot,2.17,1.48e-07,0.46349942684173584
tidal,suffix,al,tide,True,freeroot,3.7,5.01e-06,0.46353256702423096
masher,suffix,er,mash,True,freeroot,2.2,1.58e-07,0.46354275941848755
blackest,suffix,est,black,True,family,2.69,4.9e-07,0.4636957049369812
unwise,prefix,un,wise,True,family,3.09,1.23e-06,0.4637294411659241
virtuous,suffix,ious,virtue,True,freeroot,3.23,1.7e-06,0.463945597410202
spontaneous,suffix,ious,spontane,False,family,3.71,5.13e-06,0.4639759659767151
intermingle,prefix,inter,mingle,True,family,2.1,1.26e-07,0.4641662836074829
aridity,suffix,ity,arid,True,freeroot,1.97,9.33e-08,0.46430426836013794
omission,suffix,ion,omit,True,freeroot,3.3,2e-06,0.4643416702747345
icy,suffix,y,ice,True,freeroot,3.54,3.47e-06,0.46439942717552185
crisper,suffix,er,crisp,True,family,2.27,1.86e-07,0.46449288725852966
detectable,suffix,able,detect,True,family,3.04,1.1e-06,0.46452581882476807
inconvenient,prefix,im,convenient,True,family,3.47,2.95e-06,0.46461713314056396
informant,suffix,ant,inform,True,family,3.33,2.14e-06,0.4647723436355591
cuter,suffix,er,cute,True,family,2.93,8.51e-07,0.4648468792438507
freely,suffix,ly,free,True,family,4.07,1.17e-05,0.4648697078227997
laziness,suffix,ness,lazy,True,family,3.17,1.48e-06,0.46488770842552185
analogy,suffix,y,analog,True,family,3.71,5.13e-06,0.464910089969635
sadly,suffix,ly,sad,True,family,4.18,1.51e-05,0.46493345499038696
evangelize,suffix,ize,evangel,True,family,2.27,1.86e-07,0.4650026261806488
distinctness,suffix,ness,distinct,True,family,1.76,5.75e-08,0.46500974893569946
woven,suffix,en,wove,True,freeroot,3.56,3.63e-06,0.4651249647140503
blissful,suffix,ful,bliss,True,freeroot,3.0,1e-06,0.46525678038597107
overstate,prefix,over,state,True,family,2.67,4.68e-07,0.4652623236179352
hazardous,suffix,ious,hazard,True,freeroot,3.71,5.13e-06,0.4653097987174988
effervescent,suffix,ant,effervesce,False,family,2.51,3.24e-07,0.46535420417785645
unfixed,prefix,un,fix,True,family,2.05,1.12e-07,0.4654462933540344
adoptive,suffix,ive,adopt,True,family,3.22,1.66e-06,0.4654887020587921
demurely,suffix,ly,demure,True,freeroot,1.79,6.17e-08,0.46552574634552
severity,suffix,ity,severe,True,family,3.71,5.13e-06,0.465566486120224
fizzy,suffix,y,fizz,True,freeroot,2.82,6.61e-07,0.46562257409095764
forger,suffix,er,forge,True,family,2.51,3.24e-07,0.46562460064888
lordship,suffix,ship,lord,True,family,3.29,1.95e-06,0.46563470363616943
sanitary,suffix,ory,sanit,True,family,3.37,2.34e-06,0.46566030383110046
chalky,suffix,y,chalk,True,freeroot,2.68,4.79e-07,0.4656990170478821
zodiacal,suffix,al,zodiac,True,freeroot,2.05,1.12e-07,0.465699702501297
coexist,prefix,co,exist,True,family,3.04,1.1e-06,0.46577486395835876
methodism,suffix,ism,method,True,family,2.5,3.16e-07,0.465963214635849
recruiter,suffix,er,recruit,True,family,3.26,1.82e-06,0.4659866392612457
downgrade,prefix,down,grade,True,family,3.23,1.7e-06,0.466030091047287
foulest,suffix,est,foul,True,family,1.96,9.12e-08,0.46611282229423523
connection,suffix,ion,connect,True,family,4.76,5.75e-05,0.46614429354667664
daintily,suffix,ly,dainty,True,freeroot,1.85,7.08e-08,0.4662444591522217
deviance,suffix,ance,devi,True,family,2.45,2.82e-07,0.4663866460323334
characteristic,suffix,ic,character,True,family,3.97,9.33e-06,0.4664403796195984
vaulter,suffix,er,vault,True,freeroot,2.13,1.35e-07,0.4664789140224457
smoothly,suffix,ly,smooth,True,family,3.68,4.79e-06,0.46654003858566284
arguable,suffix,able,argue,True,family,2.66,4.57e-07,0.46654829382896423
insoluble,prefix,im,soluble,True,family,2.83,6.76e-07,0.4666626751422882
scrutinize,suffix,ize,scrutin,False,family,2.76,5.75e-07,0.4667496681213379
poshest,suffix,est,posh,True,family,1.6,3.98e-08,0.46685320138931274
inanity,suffix,ity,inane,True,freeroot,1.95,8.91e-08,0.4669169485569
entrepreneurial,suffix,al,entrepreneur,True,freeroot,3.4,2.51e-06,0.4670688211917877
dullness,suffix,ness,dull,True,family,2.38,2.4e-07,0.46715614199638367
audacious,suffix,ious,audac,False,family,2.95,8.91e-07,0.4672412574291229
seventy,suffix,ity,seven,True,family,3.78,6.03e-06,0.46732011437416077
necessary,suffix,ory,necess,False,family,4.91,8.13e-05,0.4673517644405365
queasiness,suffix,ness,queasy,True,freeroot,1.64,4.37e-08,0.4675634205341339
whiter,suffix,er,white,True,family,2.93,8.51e-07,0.4676536023616791
recharge,prefix,re,charge,True,family,3.4,2.51e-06,0.4679076373577118
unpaved,prefix,un,pave,True,family,2.44,2.75e-07,0.4683321714401245
warmer,suffix,er,warm,True,family,3.76,5.75e-06,0.46853384375572205
faintest,suffix,est,faint,True,family,2.75,5.62e-07,0.46858128905296326
devalue,prefix,de,value,True,family,2.65,4.47e-07,0.4686625599861145
manually,suffix,y,manual,True,freeroot,3.7,5.01e-06,0.4687669277191162
educator,suffix,or,educate,True,family,3.55,3.55e-06,0.4687839150428772
coquettish,suffix,ish,coquette,True,freeroot,2.03,1.07e-07,0.4687882363796234
alkali,suffix,i,alkal,False,family,2.94,8.71e-07,0.4689485728740692
distally,suffix,ly,distal,True,freeroot,2.16,1.45e-07,0.46912673115730286
outboard,prefix,out,board,True,family,2.86,7.24e-07,0.46915003657341003
uncluttered,prefix,un,clutter,True,freeroot,2.2,1.58e-07,0.46943411231040955
reprint,prefix,re,print,True,family,3.39,2.45e-06,0.46944087743759155
hedonistic,suffix,ic,hedonist,True,freeroot,2.58,3.8e-07,0.46954843401908875
humanness,suffix,ness,human,True,family,1.94,8.71e-08,0.469630628824234
nuclei,suffix,i,nucleo,True,family,3.19,1.55e-06,0.46964961290359497
scarcity,suffix,ity,scarce,True,family,3.37,2.34e-06,0.4697354733943939
unreleased,prefix,un,release,True,freeroot,3.24,1.74e-06,0.46978503465652466
purify,suffix,ify,pure,True,family,3.06,1.15e-06,0.46979808807373047
honesty,suffix,y,honest,True,family,3.99,9.77e-06,0.46993786096572876
paunchy,suffix,y,paunch,True,freeroot,1.66,4.57e-08,0.4699397385120392
rigorous,suffix,ious,rigor,True,freeroot,3.68,4.79e-06,0.4701187014579773
odder,suffix,er,odd,True,family,2.1,1.26e-07,0.47013986110687256
tenderest,suffix,est,tender,True,family,1.7,5.01e-08,0.47033238410949707
redder,suffix,er,red,True,family,2.44,2.75e-07,0.470343679189682
correction,suffix,ion,correct,True,family,3.95,8.91e-06,0.470374196767807
absurdity,suffix,ity,absurd,True,family,3.21,1.62e-06,0.47052115201950073
slicker,suffix,er,slick,True,family,2.46,2.88e-07,0.4705258309841156
acceptance,suffix,ance,accept,True,family,4.16,1.45e-05,0.4705955684185028
prolifically,suffix,ly,prolific,True,freeroot,2.03,1.07e-07,0.4706958532333374
readable,suffix,able,read,True,family,3.29,1.95e-06,0.4708079695701599
frugally,suffix,ly,frugal,True,family,2.1,1.26e-07,0.4708918035030365
fitter,suffix,er,fit,True,family,3.01,1.02e-06,0.4709247052669525
realist,suffix,ist,real,True,family,3.26,1.82e-06,0.47096121311187744
pedantry,suffix,ory,pedant,True,family,2.29,1.95e-07,0.47107192873954773
bitchy,suffix,y,bitch,True,freeroot,3.08,1.2e-06,0.47133374214172363
balloonist,suffix,ist,balloon,True,freeroot,1.63,4.27e-08,0.4713717997074127
carbonate,suffix,ate,carbon,True,family,3.22,1.66e-06,0.4714347720146179
ignoble,prefix,im,noble,True,family,2.24,1.74e-07,0.4717942774295807
ornamental,suffix,al,ornament,True,family,3.34,2.19e-06,0.471950501203537
goofy,suffix,y,goof,True,freeroot,3.57,3.72e-06,0.4723009765148163
painful,suffix,ful,pain,True,family,4.32,2.09e-05,0.4723297357559204
recruitment,suffix,ment,recruit,True,family,4.0,1e-05,0.47234290838241577
westward,suffix,ward,west,True,family,3.35,2.24e-06,0.47234296798706055
accidental,suffix,al,accident,True,freeroot,3.82,6.61e-06,0.4723643958568573
inefficiency,prefix,im,efficiency,True,freeroot,2.89,7.76e-07,0.4723682105541229
procedure,suffix,ure,proceed,True,freeroot,4.44,2.75e-05,0.4724586308002472
urinate,suffix,ate,urine,True,family,2.81,6.46e-07,0.4729444980621338
affiliation,suffix,ion,affiliate,True,freeroot,3.63,4.27e-06,0.4729861915111542
itchy,suffix,y,itch,True,freeroot,3.34,2.19e-06,0.47303324937820435
overshoot,prefix,over,shoot,True,family,2.52,3.31e-07,0.473130464553833
legalize,suffix,ize,legal,True,family,3.26,1.82e-06,0.4731426239013672
payable,suffix,able,pay,True,family,3.5,3.16e-06,0.47334611415863037
swifter,suffix,er,swift,True,family,2.23,1.7e-07,0.47339752316474915
soundness,suffix,ness,sound,True,family,2.56,3.63e-07,0.47342056035995483
accordance,suffix,ance,accord,True,family,4.13,1.35e-05,0.4734879434108734
swiftly,suffix,ly,swift,True,family,3.54,3.47e-06,0.473609983921051
correlate,prefix,co,relate,True,family,3.2,1.58e-06,0.47373148798942566
ducal,suffix,al,duke,True,family,2.39,2.45e-07,0.4738484025001526
overdone,prefix,over,done,True,family,2.82,6.61e-07,0.4738490581512451
freshen,suffix,en,fresh,True,family,2.85,7.08e-07,0.4739784300327301
reread,prefix,re,read,True,family,3.0,1e-06,0.47401320934295654
militarist,suffix,ist,militar,True,family,2.22,1.66e-07,0.47403261065483093
tasteless,suffix,less,taste,True,family,3.03,1.07e-06,0.47444698214530945
establishment,suffix,ment,establish,True,family,4.42,2.63e-05,0.4746379554271698
unstable,prefix,un,stable,True,family,3.87,7.41e-06,0.47466060519218445
dangerous,suffix,ious,danger,True,family,4.79,6.17e-05,0.4746740162372589
mammalian,suffix,ian,mammal,True,freeroot,3.19,1.55e-06,0.47471824288368225
fidgety,suffix,y,fidget,True,freeroot,2.3,2e-07,0.4747655391693115
agreement,suffix,ment,agree,True,family,4.88,7.59e-05,0.47477826476097107
antagonize,suffix,ize,antagon,False,family,2.58,3.8e-07,0.4748848080635071
fluky,suffix,y,fluke,True,freeroot,1.6,3.98e-08,0.47492581605911255
tasty,suffix,y,taste,True,family,3.84,6.92e-06,0.47493109107017517
danubian,suffix,ian,danube,True,freeroot,1.93,8.51e-08,0.4749373197555542
user,suffix,er,use,True,family,4.69,4.9e-05,0.47505661845207214
crappy,suffix,y,crap,True,freeroot,3.5,3.16e-06,0.4751180112361908
splotchy,suffix,y,splotch,True,freeroot,1.66,4.57e-08,0.4751937985420227
detector,suffix,or,detect,True,family,3.71,5.13e-06,0.47531408071517944
falsehood,suffix,hood,false,True,family,2.92,8.32e-07,0.47540605068206787
longest,suffix,est,long,True,family,4.22,1.66e-05,0.47570687532424927
maddest,suffix,est,mad,True,family,2.02,1.05e-07,0.4757198989391327
surcharge,prefix,sur,charge,True,family,3.12,1.32e-06,0.4757310748100281
wisely,suffix,ly,wise,True,family,3.62,4.17e-06,0.4757574796676636
inundation,suffix,ion,inundate,True,freeroot,2.46,2.88e-07,0.4757634401321411
indicative,suffix,ive,indicate,True,family,3.57,3.72e-06,0.47600477933883667
neurosis,suffix,sis,neuro,True,family,2.57,3.72e-07,0.47602078318595886
freer,suffix,er,free,True,family,2.99,9.77e-07,0.4760906994342804
vilification,suffix,ion,vilify,True,freeroot,2.26,1.82e-07,0.47613874077796936
greyish,suffix,ish,grey,True,family,2.65,4.47e-07,0.47616833448410034
ventilator,suffix,or,ventilate,True,family,2.97,9.33e-07,0.4761728048324585
implode,prefix,in,plode,False,family,2.7,5.01e-07,0.4761829674243927
softly,suffix,ly,soft,True,family,3.77,5.89e-06,0.47620001435279846
passivity,suffix,ity,passive,True,family,2.6,3.98e-07,0.476426899433136
frugality,suffix,ity,frugal,True,family,2.52,3.31e-07,0.4764842391014099
offshore,prefix,off,shore,True,family,3.91,8.13e-06,0.47655385732650757
languorous,suffix,ious,languor,True,freeroot,1.9,7.94e-08,0.4765593707561493
apologetic,suffix,ic,apolog,False,family,2.99,9.77e-07,0.47670474648475647
interpretable,suffix,able,interpret,True,family,1.94,8.71e-08,0.4768982529640198
salinity,suffix,ity,saline,True,freeroot,2.96,9.12e-07,0.47700923681259155
healthful,suffix,ful,health,True,family,2.8,6.31e-07,0.4770475924015045
clownish,suffix,ish,clown,True,freeroot,1.99,9.77e-08,0.47707897424697876
peculiarity,suffix,ity,peculiar,True,family,2.5,3.16e-07,0.47709202766418457
pacifism,suffix,ism,pacif,False,family,2.65,4.47e-07,0.4770924150943756
empiricist,suffix,ist,empiric,True,family,1.97,9.33e-08,0.47713837027549744
sovereignty,suffix,ity,sovereign,True,freeroot,3.86,7.24e-06,0.47717148065567017
unanimous,suffix,ious,unanim,False,family,3.68,4.79e-06,0.4772038161754608
microbial,suffix,al,microbe,True,freeroot,3.33,2.14e-06,0.47721028327941895
nominate,suffix,ate,nomin,False,family,3.57,3.72e-06,0.47721612453460693
forgiveness,suffix,ness,forgive,True,family,3.87,7.41e-06,0.47725388407707214
sunken,suffix,en,sunk,True,freeroot,3.26,1.82e-06,0.47730112075805664
alcoholic,suffix,ic,alcohol,True,family,3.91,8.13e-06,0.477364182472229
mortgagee,suffix,ee,mortgage,True,family,2.06,1.15e-07,0.4773772060871124
orphanage,suffix,age,orphan,True,freeroot,3.38,2.4e-06,0.477404922246933
density,suffix,ity,dense,True,family,4.33,2.14e-05,0.47747740149497986
intellectual,suffix,al,intellect,True,freeroot,4.3,2e-05,0.47760209441185
literary,suffix,ory,litera,True,family,4.31,2.04e-05,0.4777096211910248
furious,suffix,ious,fury,True,freeroot,3.98,9.55e-06,0.47775372862815857
corrosive,suffix,ive,corrode,True,family,3.11,1.29e-06,0.47780516743659973
amplify,suffix,ify,ample,True,family,3.16,1.45e-06,0.4778172969818115
viciousness,suffix,ness,vicious,True,family,2.25,1.78e-07,0.4778739809989929
uncounted,prefix,un,count,True,family,2.17,1.48e-07,0.4779841899871826
woken,suffix,en,woke,True,family,3.37,2.34e-06,0.4780186116695404
registry,suffix,y,register,True,family,3.77,5.89e-06,0.47807568311691284
vision,suffix,ion,vis,True,family,4.63,4.27e-05,0.4781215190887451
darwinism,suffix,ism,darwin,True,freeroot,2.73,5.37e-07,0.47820326685905457
national,suffix,al,nation,True,freeroot,5.51,0.000324,0.4782191216945648
clarinettist,suffix,ist,clarinet,True,freeroot,1.55,3.55e-08,0.47826531529426575
missionary,suffix,ory,mission,True,freeroot,3.83,6.76e-06,0.47833743691444397
hazy,suffix,y,haze,True,freeroot,3.14,1.38e-06,0.47838351130485535
deployment,suffix,ment,deploy,True,family,3.91,8.13e-06,0.4784627854824066
disloyal,prefix,dis,loyal,True,family,2.84,6.92e-07,0.47874027490615845
climber,suffix,er,climb,True,freeroot,3.17,1.48e-06,0.47875890135765076
plainer,suffix,er,plain,True,family,2.2,1.58e-07,0.47880467772483826
clinical,suffix,al,clinic,True,freeroot,4.51,3.24e-05,0.47887566685676575
incorrect,prefix,im,correct,True,family,3.94,8.71e-06,0.4788859784603119
continuous,suffix,ious,continue,True,family,4.21,1.62e-05,0.4789639115333557
methodist,suffix,ist,method,True,family,3.65,4.47e-06,0.47897467017173767
reexamine,prefix,re,examine,True,family,2.35,2.24e-07,0.4790319502353668
lesbianism,suffix,ism,lesbian,True,freeroot,2.45,2.82e-07,0.4791124761104584
inelastic,prefix,im,elastic,True,family,2.4,2.51e-07,0.47919437289237976
unkind,prefix,un,kind,True,family,2.99,9.77e-07,0.47963178157806396
shorter,suffix,er,short,True,family,4.22,1.66e-05,0.479987233877182
cruelly,suffix,ly,cruel,True,family,2.95,8.91e-07,0.48018550872802734
follicular,suffix,ar,follicle,True,freeroot,2.51,3.24e-07,0.48022469878196716
putter,suffix,er,putt,True,freeroot,2.91,8.13e-07,0.48031124472618103
sadistic,suffix,ic,sadist,True,freeroot,3.18,1.51e-06,0.48034030199050903
collectible,suffix,able,collect,True,family,3.14,1.38e-06,0.4803704023361206
preventive,suffix,ive,prevent,True,family,3.5,3.16e-06,0.4804662764072418
tiniest,suffix,est,tiny,True,family,3.07,1.17e-06,0.48050060868263245
misprint,prefix,mis,print,True,family,2.24,1.74e-07,0.48051294684410095
dietetic,suffix,ic,diet,True,family,2.32,2.09e-07,0.4807087481021881
emotive,suffix,ive,emote,True,family,2.88,7.59e-07,0.48084476590156555
unblemished,prefix,un,blemish,True,freeroot,2.43,2.69e-07,0.48089227080345154
bravely,suffix,ly,brave,True,family,3.27,1.86e-06,0.48090705275535583
legally,suffix,ly,legal,True,family,4.21,1.62e-05,0.48091164231300354
theist,suffix,ist,theo,True,family,2.21,1.62e-07,0.4809815585613251
starvation,suffix,ion,starve,True,freeroot,3.52,3.31e-06,0.4811710715293884
contention,suffix,ion,contend,True,family,3.73,5.37e-06,0.4813322126865387
cloudless,suffix,less,cloud,True,family,2.46,2.88e-07,0.48136186599731445
residence,suffix,ance,reside,True,family,4.36,2.29e-05,0.4813845157623291
darken,suffix,en,dark,True,family,2.88,7.59e-07,0.48139044642448425
baptize,suffix,ize,bapt,True,family,2.68,4.79e-07,0.4814241826534271
narrowness,suffix,ness,narrow,True,family,2.19,1.55e-07,0.4815428853034973
awesome,suffix,some,awe,True,family,4.92,8.32e-05,0.48170939087867737
filthy,suffix,y,filth,True,freeroot,3.8,6.31e-06,0.4818456172943115
flimsiest,suffix,est,flimsy,True,freeroot,1.74,5.5e-08,0.4818804860115051
oversize,prefix,over,size,True,family,2.68,4.79e-07,0.48189035058021545
upward,suffix,ward,up,True,family,3.71,5.13e-06,0.48212411999702454
untidy,prefix,un,tidy,True,family,2.61,4.07e-07,0.48216119408607483
improvisation,suffix,ion,improvise,True,family,3.1,1.26e-06,0.4822632968425751
decorate,suffix,ate,decor,True,family,3.36,2.29e-06,0.48232707381248474
negligent,suffix,ant,negect,False,family,3.33,2.14e-06,0.4824603497982025
fewer,suffix,er,few,True,family,4.31,2.04e-05,0.482469379901886
romanticize,suffix,ize,romantic,True,family,2.3,2e-07,0.48260900378227234
opportunism,suffix,ism,opportune,True,family,2.54,3.47e-07,0.4828224182128906
emirate,suffix,ate,emir,True,freeroot,2.75,5.62e-07,0.4829787611961365
formerly,suffix,ly,former,True,freeroot,4.24,1.74e-05,0.4829818606376648
announcement,suffix,ment,announce,True,family,4.31,2.04e-05,0.4830246567726135
stupidity,suffix,ity,stupid,True,family,3.66,4.57e-06,0.48311296105384827
tasteful,suffix,ful,taste,True,family,3.0,1e-06,0.4831715226173401
swiftness,suffix,ness,swift,True,family,2.39,2.45e-07,0.48319903016090393
mimicry,suffix,ory,mimic,True,freeroot,2.63,4.27e-07,0.4832581877708435
rancher,suffix,er,ranch,True,freeroot,3.03,1.07e-06,0.48326799273490906
creation,suffix,ion,create,True,family,4.56,3.63e-05,0.4833100736141205
flagrantly,suffix,ly,flagrant,True,freeroot,2.38,2.4e-07,0.4834579527378082
creaky,suffix,y,creak,True,freeroot,2.35,2.24e-07,0.4834596514701843
shepherdess,suffix,ess,shepherd,True,freeroot,2.2,1.58e-07,0.4835071861743927
brigadier,suffix,er,brigade,True,freeroot,3.3,2e-06,0.4835289418697357
anatomy,suffix,y,anatom,False,family,3.94,8.71e-06,0.4835736155509949
insidiously,suffix,ly,insidious,True,freeroot,2.09,1.23e-07,0.4836973547935486
contemptuous,suffix,ious,contempt,True,family,2.64,4.37e-07,0.48382291197776794
translator,suffix,or,translate,True,family,3.67,4.68e-06,0.48382559418678284
intensive,suffix,ive,intense,True,family,4.06,1.15e-05,0.48387688398361206
impassioned,prefix,im,passion,True,family,2.94,8.71e-07,0.4839080572128296
venality,suffix,ity,venal,True,freeroot,1.8,6.31e-08,0.4839186668395996
assertive,suffix,ive,assert,True,family,3.19,1.55e-06,0.4839226007461548
sycophantic,suffix,ic,sycophant,True,freeroot,2.17,1.48e-07,0.4839465320110321
compensation,suffix,ion,compensate,True,family,4.33,2.14e-05,0.48395055532455444
inefficient,prefix,im,efficient,True,family,3.46,2.88e-06,0.4840626120567322
touchable,suffix,able,touch,True,family,1.81,6.46e-08,0.4841358959674835
thirsty,suffix,y,thirst,True,freeroot,3.74,5.5e-06,0.48435914516448975
preacher,suffix,er,preach,True,freeroot,3.68,4.79e-06,0.48435989022254944
minstrelsy,suffix,y,minstrel,True,freeroot,1.91,8.13e-08,0.484414279460907
sleeveless,suffix,less,sleeve,True,freeroot,2.89,7.76e-07,0.4844249188899994
mirthful,suffix,ful,mirth,True,freeroot,1.53,3.39e-08,0.48447147011756897
boastful,suffix,ful,boast,True,freeroot,2.5,3.16e-07,0.48447689414024353
undiminished,prefix,un,diminish,True,freeroot,2.25,1.78e-07,0.4845680296421051
anomaly,suffix,y,anomal,False,family,3.47,2.95e-06,0.48457226157188416
erection,suffix,ion,erect,True,freeroot,3.52,3.31e-06,0.4846706986427307
closely,suffix,ly,close,True,family,4.53,3.39e-05,0.4846847653388977
misconstrue,prefix,mis,construe,True,freeroot,2.04,1.1e-07,0.48468759655952454
sworn,suffix,n,swore,True,freeroot,3.9,7.94e-06,0.48477235436439514
falsify,suffix,ify,false,True,family,2.55,3.55e-07,0.48477888107299805
unprovoked,prefix,un,provoke,True,family,2.83,6.76e-07,0.484851598739624
purist,suffix,ist,pure,True,family,2.59,3.89e-07,0.4848892390727997
evangelism,suffix,ism,evangel,True,family,2.85,7.08e-07,0.4851588308811188
ashamed,prefix,a,shame,True,family,4.06,1.15e-05,0.48524028062820435
sardonically,suffix,ly,sardonic,True,freeroot,1.95,8.91e-08,0.4853614866733551
wetter,suffix,er,wet,True,family,2.91,8.13e-07,0.4854854941368103
frailty,suffix,ity,frail,True,freeroot,2.71,5.13e-07,0.4854893386363983
resident,suffix,ant,reside,True,family,4.38,2.4e-05,0.4856910705566406
silken,suffix,en,silk,True,family,2.62,4.17e-07,0.4857838749885559
direst,suffix,est,dire,True,freeroot,1.77,5.89e-08,0.4858654737472534
formalize,suffix,ize,formal,True,family,2.47,2.95e-07,0.48586899042129517
baroness,suffix,ess,baron,True,family,3.38,2.4e-06,0.4858975410461426
overpass,prefix,over,pass,True,family,2.96,9.12e-07,0.48602840304374695
slimmest,suffix,est,slim,True,family,2.14,1.38e-07,0.48606520891189575
seriousness,suffix,ness,serious,True,family,3.56,3.63e-06,0.48608335852622986
social,suffix,al,socio,True,family,5.42,0.000263,0.4861474633216858
despoil,prefix,de,spoil,True,family,1.58,3.8e-08,0.486223965883255
gadgetry,suffix,ory,gadget,True,freeroot,2.05,1.12e-07,0.4863392412662506
sounder,suffix,er,sound,True,family,2.46,2.88e-07,0.4865853190422058
flippantly,suffix,ly,flippant,True,freeroot,2.1,1.26e-07,0.4866099953651428
humanize,suffix,ize,human,True,family,2.45,2.82e-07,0.4867890179157257
sturdiest,suffix,est,sturdy,True,family,1.72,5.25e-08,0.48695480823516846
