word,side,affix,root,root_free,method,zipf,freq,comp
beggar,suffix,ar,beg,True,family,3.17,1.48e-06,0.10955812782049179
prickly,suffix,y,prickle,True,freeroot,3.03,1.07e-06,0.10959769040346146
decimate,suffix,ate,decim,False,family,2.5,3.16e-07,0.10961019992828369
marketeer,suffix,eer,market,True,family,1.81,6.46e-08,0.10962322354316711
puzzlement,suffix,ment,puzzle,True,family,2.19,1.55e-07,0.10963039100170135
overland,prefix,over,land,True,family,3.23,1.7e-06,0.10979325324296951
ablaze,prefix,a,blaze,True,family,2.93,8.51e-07,0.10984756797552109
absolution,suffix,ion,absolute,True,family,2.85,7.08e-07,0.10995762050151825
advisement,suffix,ment,advise,True,family,2.4,2.51e-07,0.10998784750699997
overtook,prefix,over,took,True,family,3.01,1.02e-06,0.11007557809352875
ingress,prefix,in,gress,True,family,2.79,6.17e-07,0.11011595278978348
apportion,prefix,a,portion,True,family,2.2,1.58e-07,0.11012952774763107
lovey,suffix,y,love,True,family,2.75,5.62e-07,0.11013677716255188
deltoid,suffix,oid,delt,True,family,2.13,1.35e-07,0.11026708781719208
kingly,suffix,ly,king,True,family,2.28,1.91e-07,0.11032860726118088
unstuck,prefix,un,stuck,True,freeroot,2.5,3.16e-07,0.11044342815876007
chaser,suffix,er,chase,True,freeroot,3.13,1.35e-06,0.11047004163265228
gasser,suffix,er,gas,True,family,2.24,1.74e-07,0.11067842692136765
central,suffix,al,center,True,family,5.12,0.000132,0.11069145053625107
despondent,suffix,ant,despond,True,freeroot,2.68,4.79e-07,0.11090011894702911
collateral,prefix,co,lateral,True,family,3.66,4.57e-06,0.11092126369476318
goody,suffix,y,good,True,family,3.04,1.1e-06,0.11092836409807205
tatty,suffix,y,tat,True,freeroot,2.19,1.55e-07,0.11094296723604202
transitive,suffix,ive,transit,True,family,2.76,5.75e-07,0.11103186011314392
spoonful,suffix,ful,spoon,True,family,2.87,7.41e-07,0.11104095727205276
unremitting,prefix,un,remit,True,family,2.23,1.7e-07,0.11105018109083176
occidental,suffix,al,occident,True,freeroot,2.89,7.76e-07,0.11107668280601501
rebound,prefix,re,bound,True,family,3.53,3.39e-06,0.11111490428447723
documentary,suffix,ory,document,True,family,4.31,2.04e-05,0.11113405227661133
fastness,suffix,ness,fast,True,family,2.05,1.12e-07,0.1111418679356575
poisonous,suffix,ious,poison,True,family,3.57,3.72e-06,0.11118597537279129
rueful,suffix,ful,rue,True,freeroot,2.17,1.48e-07,0.1112942174077034
haltingly,suffix,ly,halt,True,freeroot,1.9,7.94e-08,0.11130090802907944
capably,suffix,y,capable,True,family,2.13,1.35e-07,0.11151739209890366
consolation,suffix,ion,console,True,freeroot,3.54,3.47e-06,0.11157020181417465
tellingly,suffix,ly,tell,True,family,2.2,1.58e-07,0.11159461736679077
temporal,suffix,al,tempor,False,family,3.63,4.27e-06,0.11160362511873245
clammy,suffix,y,clam,True,freeroot,2.47,2.95e-07,0.11160892993211746
undated,prefix,un,date,True,family,3.04,1.1e-06,0.11161349713802338
mighty,suffix,y,might,True,freeroot,4.1,1.26e-05,0.11181670427322388
slaty,suffix,y,slate,True,freeroot,2.04,1.1e-07,0.11193637549877167
bitty,suffix,y,bit,True,family,2.79,6.17e-07,0.11197271943092346
sneaky,suffix,y,sneak,True,family,3.52,3.31e-06,0.11205344647169113
sonar,suffix,ar,sono,True,family,3.3,2e-06,0.11211420595645905
factual,suffix,al,fact,True,family,3.61,4.07e-06,0.11225484311580658
pottery,suffix,ory,pot,True,family,3.7,5.01e-06,0.11240676045417786
sketchy,suffix,y,sketch,True,family,3.22,1.66e-06,0.11241062730550766
poisoner,suffix,er,poison,True,family,1.98,9.55e-08,0.11256404221057892
swatter,suffix,er,swat,True,freeroot,1.94,8.71e-08,0.11262913793325424
fraction,suffix,ion,fract,False,family,3.96,9.12e-06,0.11284514516592026
stinger,suffix,er,sting,True,family,2.92,8.32e-07,0.11292534321546555
recline,prefix,re,cline,True,family,2.51,3.24e-07,0.11295658349990845
astral,suffix,al,astro,True,family,3.13,1.35e-06,0.11323720961809158
maintenance,suffix,ance,maintain,True,family,4.55,3.55e-05,0.11327937990427017
deface,prefix,de,face,True,family,2.32,2.09e-07,0.1132989153265953
gyration,suffix,ion,gyrate,True,freeroot,1.76,5.75e-08,0.11332543194293976
seller,suffix,er,sell,True,family,4.01,1.02e-05,0.11354713886976242
sparky,suffix,y,spark,True,freeroot,2.85,7.08e-07,0.1135481745004654
stewardship,suffix,ship,steward,True,family,3.22,1.66e-06,0.11361465603113174
applicator,suffix,or,applicate,False,family,2.59,3.89e-07,0.11362883448600769
certify,suffix,ify,cert,True,family,3.08,1.2e-06,0.11373099684715271
intone,prefix,in,tone,True,family,1.67,4.68e-08,0.11391765624284744
instep,prefix,in,step,True,family,2.12,1.32e-07,0.11400453001260757
accusative,suffix,ive,accuse,True,family,2.51,3.24e-07,0.1141546219587326
dodgy,suffix,y,dodge,True,family,3.32,2.09e-06,0.11425219476222992
remarkable,suffix,able,remark,True,freeroot,4.29,1.95e-05,0.11427263170480728
drapery,suffix,ory,drape,True,family,2.62,4.17e-07,0.1146208643913269
rehouse,prefix,re,house,True,family,1.64,4.37e-08,0.11468413472175598
rupture,suffix,ure,rupt,False,family,3.28,1.91e-06,0.11491910368204117
routinely,suffix,ly,routine,True,family,3.71,5.13e-06,0.11498601734638214
durably,suffix,y,durable,True,family,1.64,4.37e-08,0.11500907689332962
handler,suffix,er,handle,True,family,3.5,3.16e-06,0.11513269692659378
notional,suffix,al,notion,True,freeroot,2.61,4.07e-07,0.11515077948570251
hugely,suffix,ly,huge,True,family,3.65,4.47e-06,0.11519838124513626
amputate,suffix,ate,amput,False,family,2.41,2.57e-07,0.1152680292725563
culpable,suffix,able,culp,True,freeroot,2.89,7.76e-07,0.11527010798454285
pointer,suffix,er,point,True,family,3.62,4.17e-06,0.115498386323452
commendatory,suffix,ory,commend,True,family,1.71,5.13e-08,0.11558540165424347
pinko,suffix,o,pink,True,family,2.05,1.12e-07,0.1157766804099083
laterally,suffix,ly,lateral,True,family,2.91,8.13e-07,0.11578712612390518
broken,suffix,en,broke,True,family,4.88,7.59e-05,0.11590590327978134
foliage,suffix,age,foli,True,family,3.41,2.57e-06,0.11599332839250565
blessedly,suffix,ly,bless,True,family,1.95,8.91e-08,0.11606426537036896
override,prefix,over,ride,True,family,3.42,2.63e-06,0.11612992733716965
dignity,suffix,ity,dign,False,family,4.02,1.05e-05,0.11634945124387741
huger,suffix,er,huge,True,family,1.99,9.77e-08,0.11636605858802795
secularized,suffix,ize,secular,True,family,2.15,1.41e-07,0.11636672168970108
abortion,suffix,ion,abort,True,family,4.24,1.74e-05,0.11638988554477692
canonize,suffix,ize,canon,True,freeroot,1.85,7.08e-08,0.1164049357175827
christian,suffix,ian,christ,True,family,4.88,7.59e-05,0.11641788482666016
lacy,suffix,y,lace,True,family,3.23,1.7e-06,0.11655915528535843
disabuse,prefix,dis,abuse,True,family,2.01,1.02e-07,0.11673889309167862
constitute,prefix,co,stitute,False,family,3.85,7.08e-06,0.11677850782871246
trenchant,suffix,ant,trench,True,family,2.35,2.24e-07,0.11688032746315002
destitute,prefix,de,stitute,False,family,3.07,1.17e-06,0.11696356534957886
genitive,suffix,ive,genit,False,family,2.57,3.72e-07,0.11697304248809814
demeanor,suffix,or,demean,True,freeroot,3.2,1.58e-06,0.11727113276720047
recovers,prefix,re,cover,True,family,3.27,1.86e-06,0.11733126640319824
shortly,suffix,ly,short,True,family,4.47,2.95e-05,0.11757059395313263
palmy,suffix,y,palm,True,freeroot,1.6,3.98e-08,0.11757457256317139
legalism,suffix,ism,legal,True,family,2.2,1.58e-07,0.11761005222797394
respondent,suffix,ant,respond,True,freeroot,3.09,1.23e-06,0.11763487011194229
iteration,suffix,ion,iterate,True,family,3.39,2.45e-06,0.11767960339784622
entreat,prefix,en,treat,True,family,2.32,2.09e-07,0.11781740933656693
bather,suffix,er,bath,True,freeroot,2.0,1e-07,0.1178894117474556
rascally,suffix,ly,rascal,True,freeroot,1.8,6.31e-08,0.11795203387737274
holder,suffix,er,hold,True,family,4.21,1.62e-05,0.11820381134748459
unstressed,prefix,un,stress,True,family,2.32,2.09e-07,0.11844328045845032
pleadingly,suffix,ly,plead,True,family,1.52,3.31e-08,0.1184440478682518
precast,prefix,pre,cast,True,family,2.51,3.24e-07,0.11845789104700089
gamely,suffix,ly,game,True,freeroot,2.04,1.1e-07,0.11855683475732803
exhaustion,suffix,ion,exhaust,True,family,3.49,3.09e-06,0.11856911331415176
centrist,suffix,ist,center,True,family,3.17,1.48e-06,0.11863046884536743
outcrop,prefix,out,crop,True,family,2.76,5.75e-07,0.1186465471982956
slipper,suffix,er,slip,True,family,3.08,1.2e-06,0.11872114986181259
planetoid,suffix,oid,planet,True,family,1.91,8.13e-08,0.11879317462444305
abatement,suffix,ment,abate,True,family,2.73,5.37e-07,0.1188194677233696
broody,suffix,y,brood,True,freeroot,2.24,1.74e-07,0.11896827816963196
creepy,suffix,y,creep,True,family,4.04,1.1e-05,0.11905357241630554
roller,suffix,er,roll,True,family,3.99,9.77e-06,0.11915861815214157
locution,suffix,ion,loqu,False,family,1.5,3.16e-08,0.11917050182819366
reject,prefix,re,ject,False,family,4.03,1.07e-05,0.11926627904176712
accusingly,suffix,ly,accuse,True,family,1.75,5.62e-08,0.11937990039587021
mislead,prefix,mis,lead,True,family,3.22,1.66e-06,0.11954127997159958
citizenry,suffix,ory,citizen,True,family,2.93,8.51e-07,0.11957427859306335
rampage,suffix,age,ramp,True,family,3.4,2.51e-06,0.11969062685966492
valuable,suffix,able,value,True,family,4.51,3.24e-05,0.11973312497138977
unhook,prefix,un,hook,True,family,2.2,1.58e-07,0.1197780966758728
willy,suffix,y,will,True,family,3.61,4.07e-06,0.11986814439296722
plumber,suffix,er,plumb,True,freeroot,3.36,2.29e-06,0.11989448219537735
plenitude,suffix,itude,plen,False,family,1.92,8.32e-08,0.12005157023668289
coronet,suffix,et,coron,True,freeroot,2.54,3.47e-07,0.12007825076580048
reputedly,suffix,ly,repute,True,family,2.58,3.8e-07,0.1201152577996254
palpable,suffix,able,palp,True,family,3.19,1.55e-06,0.12017602473497391
notate,suffix,ate,note,True,family,1.68,4.79e-08,0.12032158672809601
meltingly,suffix,ly,melt,True,freeroot,1.56,3.63e-08,0.1203816756606102
impede,prefix,im,ped,True,freeroot,3.14,1.38e-06,0.12051783502101898
cordial,suffix,al,cord,True,family,3.1,1.26e-06,0.12063870579004288
enduringly,suffix,ly,endure,True,family,1.89,7.76e-08,0.12065321952104568
additive,suffix,ive,add,True,family,3.33,2.14e-06,0.12077002227306366
elvish,suffix,ish,elf,True,freeroot,2.43,2.69e-07,0.12083244323730469
steamer,suffix,er,steam,True,family,3.36,2.29e-06,0.12097404152154922
ballista,suffix,a,ballist,False,family,2.02,1.05e-07,0.12103556841611862
tillage,suffix,age,till,True,family,2.35,2.24e-07,0.12103861570358276
denial,suffix,al,deny,True,family,3.99,9.77e-06,0.12125475704669952
scrubber,suffix,er,scrub,True,family,2.47,2.95e-07,0.1212850958108902
combative,suffix,ive,combat,True,family,2.88,7.59e-07,0.12137158960103989
raider,suffix,er,raid,True,freeroot,3.31,2.04e-06,0.12149729579687119
monograph,prefix,mono,graph,True,family,3.15,1.41e-06,0.12150464206933975
wiper,suffix,er,wipe,True,freeroot,2.81,6.46e-07,0.12154790014028549
commentate,suffix,ate,comment,True,family,2.23,1.7e-07,0.12168142199516296
ensconced,prefix,en,sconce,True,freeroot,2.45,2.82e-07,0.12171989679336548
compartmental,suffix,al,compartment,True,freeroot,1.54,3.47e-08,0.12172043323516846
muggy,suffix,y,mug,True,family,2.53,3.39e-07,0.12172582745552063
streaker,suffix,er,streak,True,family,2.02,1.05e-07,0.12173455953598022
negligee,suffix,ee,negect,False,family,1.89,7.76e-08,0.12180563062429428
smitten,suffix,en,smit,True,freeroot,3.01,1.02e-06,0.12182735651731491
jubilee,suffix,ee,jubil,False,family,3.44,2.75e-06,0.12186797708272934
moorish,suffix,ish,moor,True,freeroot,2.76,5.75e-07,0.12191876769065857
pulsar,suffix,ar,pulse,True,family,2.7,5.01e-07,0.12193301320075989
vendor,suffix,or,vend,True,freeroot,3.79,6.17e-06,0.12195664644241333
namely,suffix,ly,name,True,family,4.02,1.05e-05,0.12195874750614166
exhibit,prefix,ex,hibit,False,family,4.16,1.45e-05,0.12201915681362152
preserve,prefix,pre,serve,True,family,4.19,1.55e-05,0.12202338129281998
viscous,suffix,ious,visco,True,freeroot,2.94,8.71e-07,0.12219221144914627
epically,suffix,ly,epic,True,freeroot,2.18,1.51e-07,0.1222367063164711
upcoming,prefix,up,come,True,family,4.34,2.19e-05,0.12231168150901794
repair,prefix,re,pair,True,family,4.41,2.57e-05,0.1225912794470787
tobacconist,suffix,ist,tobacco,True,freeroot,2.03,1.07e-07,0.1226307600736618
worshipper,suffix,er,worship,True,family,2.45,2.82e-07,0.12263752520084381
buggery,suffix,y,bugger,True,freeroot,2.2,1.58e-07,0.12269645184278488
jubilant,suffix,ant,jubil,False,family,2.63,4.27e-07,0.12276075780391693
recovery,suffix,y,recover,True,family,4.58,3.8e-05,0.12287216633558273
comber,suffix,er,comb,True,freeroot,2.11,1.29e-07,0.12294045835733414
judgeship,suffix,ship,judge,True,family,2.24,1.74e-07,0.12295704334974289
regain,prefix,re,gain,True,family,3.73,5.37e-06,0.1229940801858902
listless,suffix,less,list,True,family,2.53,3.39e-07,0.12307856976985931
undying,prefix,un,die,True,family,2.91,8.13e-07,0.12318028509616852
corrupt,prefix,co,rupt,False,family,4.14,1.38e-05,0.12318089604377747
domestically,suffix,ly,domestic,True,family,3.26,1.82e-06,0.12323956936597824
draftee,suffix,ee,draft,True,family,1.98,9.55e-08,0.12331084161996841
genesis,suffix,sis,gen,True,family,3.85,7.08e-06,0.12341737747192383
overdue,prefix,over,due,True,family,3.5,3.16e-06,0.12346918880939484
tannery,suffix,ory,tan,True,family,2.42,2.63e-07,0.12353049218654633
hatchery,suffix,ory,hatch,True,freeroot,2.81,6.46e-07,0.12356157600879669
blisteringly,suffix,ly,blister,True,freeroot,1.76,5.75e-08,0.12357459962368011
normal,suffix,al,norm,True,family,5.01,0.000102,0.12365928292274475
dryly,suffix,ly,dry,True,family,2.33,2.14e-07,0.12370771169662476
fitful,suffix,ful,fit,True,family,2.21,1.62e-07,0.12370876967906952
returnable,suffix,able,return,True,freeroot,2.42,2.63e-07,0.1237785816192627
industrious,suffix,ious,industry,True,family,2.79,6.17e-07,0.12390772253274918
totalizing,suffix,ize,total,True,family,1.66,4.57e-08,0.12402411550283432
reorder,prefix,re,order,True,family,2.36,2.29e-07,0.12403524667024612
permanent,suffix,ant,perman,True,family,4.57,3.72e-05,0.12421591579914093
adulterants,suffix,ant,adulter,False,family,1.64,4.37e-08,0.12422076612710953
mechanic,suffix,ic,mechan,False,family,3.79,6.17e-06,0.12431392073631287
priority,suffix,ity,prior,True,freeroot,4.41,2.57e-05,0.12436309456825256
mortal,suffix,al,mort,True,family,3.86,7.24e-06,0.12436732649803162
upbringing,prefix,up,bring,True,freeroot,3.43,2.69e-06,0.1244637742638588
flawless,suffix,less,flaw,True,freeroot,3.6,3.98e-06,0.12446750700473785
dictum,suffix,ium,dict,True,family,2.45,2.82e-07,0.12453731894493103
revisited,prefix,re,visit,True,family,3.25,1.78e-06,0.12498502433300018
gradually,suffix,ly,gradual,True,family,4.21,1.62e-05,0.12499365210533142
cleavage,suffix,age,cleave,True,family,3.4,2.51e-06,0.12500233948230743
mugger,suffix,er,mug,True,family,2.47,2.95e-07,0.125501349568367
unshielded,prefix,un,shield,True,freeroot,1.97,9.33e-08,0.1255723088979721
respective,suffix,ive,respect,True,family,4.19,1.55e-05,0.12561216950416565
troopship,suffix,ship,troop,True,family,1.64,4.37e-08,0.12562856078147888
disenchanted,prefix,dis,enchant,True,family,2.66,4.57e-07,0.12563090026378632
venerable,suffix,able,vener,True,family,3.27,1.86e-06,0.12565846741199493
starter,suffix,er,start,True,family,4.02,1.05e-05,0.12571313977241516
granny,suffix,y,gran,True,family,3.61,4.07e-06,0.1257462501525879
polygon,prefix,poly,gon,True,freeroot,3.04,1.1e-06,0.12582172453403473
venturer,suffix,er,venture,True,freeroot,1.8,6.31e-08,0.126064732670784
immensity,suffix,ity,immense,True,family,2.29,1.95e-07,0.12614484131336212
immensely,suffix,ly,immense,True,family,3.57,3.72e-06,0.12615758180618286
apposition,suffix,ion,apposite,True,freeroot,1.78,6.03e-08,0.1262289136648178
outpointed,prefix,out,point,True,family,1.67,4.68e-08,0.12637487053871155
pleasure,suffix,ure,please,True,family,4.57,3.72e-05,0.12641063332557678
nippy,suffix,y,nip,True,family,2.38,2.4e-07,0.12649625539779663
circulate,suffix,ate,circle,True,family,3.17,1.48e-06,0.12661682069301605
wolfish,suffix,ish,wolf,True,freeroot,1.6,3.98e-08,0.12670382857322693
uncouple,prefix,un,couple,True,family,1.9,7.94e-08,0.12674567103385925
transact,prefix,trans,act,True,family,2.67,4.68e-07,0.1267509162425995
interpol,prefix,inter,pol,True,freeroot,3.15,1.41e-06,0.12730008363723755
trendy,suffix,y,trend,True,family,3.47,2.95e-06,0.12731172144412994
snatcher,suffix,er,snatch,True,freeroot,2.35,2.24e-07,0.12732218205928802
angular,suffix,ar,angle,True,family,3.51,3.24e-06,0.12732824683189392
anthropoid,suffix,oid,anthropo,False,family,2.11,1.29e-07,0.12733036279678345
shockingly,suffix,ly,shock,True,family,3.1,1.26e-06,0.1273660659790039
busker,suffix,er,busk,True,freeroot,2.24,1.74e-07,0.12743394076824188
mender,suffix,er,mend,True,freeroot,1.78,6.03e-08,0.1275499314069748
anciently,suffix,ly,ancient,True,freeroot,2.01,1.02e-07,0.12761962413787842
beneficial,suffix,al,benefice,True,family,4.08,1.2e-05,0.12776432931423187
regroup,prefix,re,group,True,family,3.06,1.15e-06,0.1278194785118103
sniper,suffix,er,snipe,True,freeroot,3.73,5.37e-06,0.12787213921546936
grenadier,suffix,er,grenade,True,freeroot,2.54,3.47e-07,0.12788760662078857
pestilent,suffix,ant,pest,True,family,1.89,7.76e-08,0.12791863083839417
vivacity,suffix,ity,vive,True,family,2.27,1.86e-07,0.12796799838542938
subplot,prefix,sub,plot,True,family,2.69,4.9e-07,0.12822820246219635
inquest,prefix,in,quest,True,family,3.21,1.62e-06,0.12826742231845856
wooden,suffix,en,wood,True,family,4.33,2.14e-05,0.12827353179454803
phrasal,suffix,al,phrase,True,family,2.03,1.07e-07,0.1283668726682663
interstate,prefix,inter,state,True,family,3.99,9.77e-06,0.12838687002658844
stylus,suffix,us,style,True,family,3.02,1.05e-06,0.12839753925800323
impediments,suffix,ment,impede,True,family,2.7,5.01e-07,0.1286226212978363
overnight,prefix,over,night,True,family,4.19,1.55e-05,0.12865372002124786
draper,suffix,er,drape,True,family,3.29,1.95e-06,0.1286790519952774
separate,suffix,ate,separ,False,family,4.83,6.76e-05,0.12876468896865845
censor,suffix,or,cens,False,family,3.36,2.29e-06,0.12884286046028137
wager,suffix,er,wage,True,freeroot,3.43,2.69e-06,0.12888777256011963
movie,suffix,y,move,True,family,5.16,0.000145,0.12893109023571014
prodigal,suffix,al,prodig,False,family,2.92,8.32e-07,0.1290401667356491
roundly,suffix,ly,round,True,family,2.58,3.8e-07,0.12911753356456757
transfixed,prefix,trans,fix,True,family,2.52,3.31e-07,0.12916038930416107
fashionable,suffix,able,fashion,True,family,3.65,4.47e-06,0.12923234701156616
mannerism,suffix,ism,manner,True,family,2.28,1.91e-07,0.12927038967609406
laddie,suffix,y,ladd,True,freeroot,2.34,2.19e-07,0.129282146692276
valence,suffix,ance,val,True,freeroot,2.9,7.94e-07,0.12932027876377106
dissect,prefix,di,sect,True,family,2.9,7.94e-07,0.12933392822742462
plumage,suffix,age,plume,True,freeroot,2.94,8.71e-07,0.1294965147972107
fractious,suffix,ious,fract,False,family,2.34,2.19e-07,0.12950845062732697
insultingly,suffix,ly,insult,True,freeroot,1.92,8.32e-08,0.12952886521816254
rocker,suffix,er,rock,True,family,3.34,2.19e-06,0.12965339422225952
mown,suffix,n,mow,True,family,2.22,1.66e-07,0.12966059148311615
concept,prefix,co,cept,True,family,4.77,5.89e-05,0.12966769933700562
doubter,suffix,er,doubt,True,family,2.07,1.17e-07,0.12967520952224731
unwound,prefix,un,wound,True,freeroot,2.3,2e-07,0.12969490885734558
glossary,suffix,ory,gloss,True,family,3.19,1.55e-06,0.1297425627708435
papery,suffix,y,paper,True,freeroot,2.06,1.15e-07,0.1298137903213501
disappoint,prefix,dis,appoint,True,family,3.67,4.68e-06,0.1298423558473587
digital,suffix,al,digit,True,freeroot,4.83,6.76e-05,0.12990275025367737
overshot,prefix,over,shot,True,family,2.41,2.57e-07,0.12997205555438995
crofter,suffix,er,croft,True,freeroot,1.73,5.37e-08,0.12997308373451233
header,suffix,er,head,True,family,3.88,7.59e-06,0.1302223801612854
byronic,suffix,ic,byron,True,freeroot,1.72,5.25e-08,0.130425825715065
baldy,suffix,y,bald,True,family,2.58,3.8e-07,0.13057570159435272
rightful,suffix,ful,right,True,family,3.38,2.4e-06,0.13059557974338531
deliberately,suffix,ly,deliberate,True,family,4.02,1.05e-05,0.13060244917869568
reckoner,suffix,er,reckon,True,freeroot,1.8,6.31e-08,0.1308116763830185
trappist,suffix,ist,trap,True,family,2.42,2.63e-07,0.13096964359283447
sitter,suffix,er,sit,True,freeroot,3.18,1.51e-06,0.13104954361915588
supercharged,prefix,super,charge,True,family,2.82,6.61e-07,0.13105902075767517
twister,suffix,er,twist,True,family,3.05,1.12e-06,0.13110531866550446
unschooled,prefix,un,school,True,family,1.77,5.89e-08,0.13125166296958923
defect,prefix,de,fect,False,family,3.68,4.79e-06,0.1313348412513733
reaper,suffix,er,reap,True,freeroot,3.3,2e-06,0.13136421144008636
footer,suffix,er,foot,True,family,3.1,1.26e-06,0.13146844506263733
outlay,prefix,out,lay,True,family,2.83,6.76e-07,0.13154634833335876
pliers,suffix,er,ply,True,family,2.9,7.94e-07,0.13157542049884796
overrun,prefix,over,run,True,family,3.36,2.29e-06,0.13158978521823883
monolith,prefix,mono,lith,True,freeroot,2.81,6.46e-07,0.13175228238105774
handsomely,suffix,ly,handsome,True,family,2.88,7.59e-07,0.131846621632576
womanizing,suffix,ize,woman,True,family,2.23,1.7e-07,0.13192573189735413
originate,suffix,ate,origin,True,family,3.37,2.34e-06,0.1319512277841568
grader,suffix,er,grade,True,family,3.27,1.86e-06,0.1321648508310318
prestressed,prefix,pre,stress,True,family,2.08,1.2e-07,0.13220767676830292
intake,prefix,in,take,True,family,3.98,9.55e-06,0.13230404257774353
entranced,prefix,en,trance,True,freeroot,2.62,4.17e-07,0.13235393166542053
teaser,suffix,er,tease,True,family,3.47,2.95e-06,0.1323549747467041
accountant,suffix,ant,account,True,family,3.76,5.75e-06,0.13243825733661652
osseous,suffix,ious,oss,True,family,1.88,7.59e-08,0.13248132169246674
eminently,suffix,ly,eminent,True,freeroot,2.82,6.61e-07,0.13252583146095276
combatant,suffix,ant,combat,True,family,2.92,8.32e-07,0.13253755867481232
elevation,suffix,ion,elevate,True,family,3.9,7.94e-06,0.1325913965702057
grievous,suffix,ious,grieve,True,family,3.18,1.51e-06,0.13266606628894806
thriller,suffix,er,thrill,True,family,3.91,8.13e-06,0.1326667070388794
changeable,suffix,able,change,True,family,2.75,5.62e-07,0.13284720480442047
moneyless,suffix,less,money,True,freeroot,1.54,3.47e-08,0.1329146772623062
drover,suffix,er,drove,True,freeroot,2.25,1.78e-07,0.13295601308345795
disperse,prefix,di,sperse,False,family,3.3,2e-06,0.13300879299640656
annum,suffix,ium,ann,True,family,3.23,1.7e-06,0.13303124904632568
brotherly,suffix,ly,brother,True,family,2.92,8.32e-07,0.1330694854259491
locate,suffix,ate,loc,True,family,3.94,8.71e-06,0.13314266502857208
quality,suffix,y,qualit,False,family,5.11,0.000129,0.1331682950258255
uproar,prefix,up,roar,True,freeroot,3.16,1.45e-06,0.13319650292396545
crosscountry,prefix,cross,country,True,family,2.08,1.2e-07,0.13327793776988983
bearish,suffix,ish,bear,True,family,2.83,6.76e-07,0.13332322239875793
factor,suffix,or,fact,True,family,4.67,4.68e-05,0.13344454765319824
disputation,suffix,ion,dispute,True,family,2.08,1.2e-07,0.13381214439868927
bafflingly,suffix,ly,baffle,True,family,1.7,5.01e-08,0.13383179903030396
parker,suffix,er,park,True,freeroot,4.23,1.7e-05,0.13385158777236938
dealer,suffix,er,deal,True,family,4.19,1.55e-05,0.13394474983215332
forelock,prefix,fore,lock,True,family,1.79,6.17e-08,0.13394875824451447
scooter,suffix,er,scoot,True,freeroot,3.57,3.72e-06,0.13412389159202576
beget,prefix,be,get,True,freeroot,2.39,2.45e-07,0.13416433334350586
disarm,prefix,dis,arm,True,family,3.21,1.62e-06,0.13429859280586243
diversion,suffix,ion,diverse,True,family,3.51,3.24e-06,0.1343725174665451
liberty,suffix,y,liber,True,family,4.34,2.19e-05,0.13438735902309418
attachment,suffix,ment,attach,True,family,3.88,7.59e-06,0.13446426391601562
spoliation,suffix,ion,spoil,True,family,1.79,6.17e-08,0.13450025022029877
lavishly,suffix,ly,lavish,True,family,2.8,6.31e-07,0.13453775644302368
meanly,suffix,ly,mean,True,family,1.72,5.25e-08,0.13470327854156494
thunderous,suffix,ious,thunder,True,family,2.77,5.89e-07,0.13472124934196472
stripling,suffix,ling,strip,True,family,2.05,1.12e-07,0.13474363088607788
bombardment,suffix,ment,bombard,True,family,3.34,2.19e-06,0.13507629930973053
oversteer,prefix,over,steer,True,family,1.98,9.55e-08,0.13507816195487976
nunnery,suffix,ory,nunn,True,freeroot,2.5,3.16e-07,0.13512767851352692
impolitic,prefix,im,politic,True,family,1.77,5.89e-08,0.13528384268283844
timeless,suffix,less,time,True,family,3.53,3.39e-06,0.135457381606102
crosser,suffix,er,cross,True,family,2.09,1.23e-07,0.1355406790971756
sidereal,suffix,al,sider,True,freeroot,2.21,1.62e-07,0.13558241724967957
childish,suffix,ish,child,True,family,3.73,5.37e-06,0.1356586366891861
shortage,suffix,age,short,True,family,3.91,8.13e-06,0.13574634492397308
portable,suffix,able,port,True,family,3.97,9.33e-06,0.1357956975698471
temptation,suffix,ion,tempt,True,family,3.72,5.25e-06,0.13583798706531525
enamoured,prefix,en,amour,True,freeroot,2.48,3.02e-07,0.1359304040670395
stiller,suffix,er,still,True,family,2.68,4.79e-07,0.13620059192180634
flyer,suffix,er,fly,True,family,3.58,3.8e-06,0.13624370098114014
accredit,prefix,a,credit,True,family,2.12,1.32e-07,0.13635949790477753
spotter,suffix,er,spot,True,family,2.8,6.31e-07,0.1364353448152542
cosponsors,prefix,co,sponsor,True,family,2.32,2.09e-07,0.13643795251846313
stumper,suffix,er,stump,True,family,1.51,3.24e-08,0.13664038479328156
worker,suffix,er,work,True,family,4.43,2.69e-05,0.13666847348213196
copyist,suffix,ist,copy,True,family,2.17,1.48e-07,0.13674794137477875
package,suffix,age,pack,True,family,4.46,2.88e-05,0.13695792853832245
thunderer,suffix,er,thunder,True,family,1.9,7.94e-08,0.13711680471897125
numbingly,suffix,ly,numb,True,family,2.02,1.05e-07,0.13714775443077087
conscientiously,suffix,ly,conscientious,True,family,2.36,2.29e-07,0.1371746063232422
gallic,suffix,ic,gall,True,freeroot,2.76,5.75e-07,0.1371888667345047
transition,suffix,ion,transit,True,family,4.46,2.88e-05,0.13724316656589508
notify,suffix,ify,note,True,family,3.73,5.37e-06,0.13734182715415955
seclusion,suffix,ion,seclude,True,freeroot,2.92,8.32e-07,0.13736975193023682
skittish,suffix,ish,skit,True,freeroot,2.63,4.27e-07,0.13743244111537933
desist,prefix,de,sist,False,family,3.05,1.12e-06,0.13748221099376678
