word,root,affix,side,zipf,comp
refused,fused,re,prefix,4.54,-0.2469405084848404
mission,sion,mis,prefix,4.87,-0.20381641387939453
remains,mains,re,prefix,4.8,-0.2015889436006546
reported,ported,re,prefix,5.0,-0.1897127330303192
consist,cons,ist,suffix,3.94,-0.1826435774564743
preface,face,pre,prefix,3.39,-0.15902261435985565
refuses,fuses,re,prefix,4.02,-0.15847408771514893
relevant,levant,re,prefix,4.61,-0.15712179243564606
dispatch,patch,dis,prefix,3.76,-0.15412640571594238
reward,ward,re,prefix,4.33,-0.1539485901594162
resides,sides,re,prefix,3.54,-0.15301963686943054
reveal,veal,re,prefix,4.43,-0.14530564844608307
record,cord,re,prefix,5.21,-0.14356328547000885
charity,char,ity,suffix,4.45,-0.14136798679828644
records,cords,re,prefix,4.9,-0.13648369908332825
reactor,actor,re,prefix,3.83,-0.13199855387210846
reversed,versed,re,prefix,3.88,-0.13165871798992157
released,leased,re,prefix,5.05,-0.12806151807308197
rewards,wards,re,prefix,4.1,-0.12555623054504395
relate,late,re,prefix,4.24,-0.12358181923627853
retail,tail,re,prefix,4.55,-0.11957674473524094
reaching,aching,re,prefix,4.46,-0.11742310225963593
disappointing,appointing,dis,prefix,4.02,-0.11664091795682907
antigone,gone,anti,prefix,2.51,-0.11263643205165863
reactors,actors,re,prefix,3.52,-0.11249149590730667
cooperation,cooper,ation,suffix,4.3,-0.11189809441566467
resting,sting,re,prefix,3.89,-0.10937198251485825
refuse,fuse,re,prefix,4.39,-0.10462430864572525
situation,situ,ation,suffix,5.09,-0.10230717808008194
presides,sides,pre,prefix,2.71,-0.10119207948446274
overseeing,seeing,over,prefix,3.38,-0.09798314422369003
captive,capt,ive,suffix,3.7,-0.09629307687282562
replaces,places,re,prefix,3.63,-0.09319011867046356
interfaces,faces,inter,prefix,3.47,-0.08978889137506485
audition,audi,tion,suffix,3.77,-0.08976957201957703
repeat,peat,re,prefix,4.49,-0.0873880609869957
preside,side,pre,prefix,2.99,-0.08666297048330307
distribute,tribute,dis,prefix,3.79,-0.08362771570682526
resorts,sorts,re,prefix,3.75,-0.0806240662932396
really,ally,re,prefix,5.97,-0.07666952162981033
prevail,vail,pre,prefix,3.55,-0.07480413466691971
resorted,sorted,re,prefix,3.23,-0.07272224873304367
request,quest,re,prefix,4.76,-0.07047227025032043
oversight,sight,over,prefix,3.83,-0.06965796649456024
generalist,general,ist,suffix,2.63,-0.06458799540996552
outlined,lined,out,prefix,3.87,-0.06392093747854233
preceded,ceded,pre,prefix,3.68,-0.06276597827672958
violation,viola,tion,suffix,4.15,-0.0626726970076561
fallible,fall,ible,suffix,2.56,-0.06205727159976959
revolt,volt,re,prefix,3.73,-0.06041181832551956
transparent,parent,trans,prefix,4.01,-0.058823417872190475
outages,ages,out,prefix,3.09,-0.05856611952185631
sensation,sens,ation,suffix,3.9,-0.05786740407347679
refined,fined,re,prefix,3.83,-0.05763990804553032
transformer,former,trans,prefix,3.37,-0.055042628198862076
woodward,wood,ward,suffix,3.5,-0.05366165190935135
mothership,mother,ship,suffix,2.69,-0.05342312902212143
reliable,liable,re,prefix,4.29,-0.05337800085544586
casement,case,ment,suffix,2.68,-0.05331362411379814
reports,ports,re,prefix,4.9,-0.05285334214568138
unions,ions,un,prefix,4.24,-0.05176263675093651
methodist,method,ist,suffix,3.65,-0.05115898698568344
revenue,venue,re,prefix,4.64,-0.05011188983917236
understandings,standings,under,prefix,2.96,-0.048277031630277634
remembers,members,re,prefix,3.93,-0.046638261526823044
overseas,seas,over,prefix,4.29,-0.045645102858543396
underwriter,writer,under,prefix,2.64,-0.045574575662612915
cellist,cell,ist,suffix,2.71,-0.04474027827382088
unturned,turned,un,prefix,2.73,-0.043824728578329086
outward,ward,out,prefix,3.52,-0.04381381720304489
outputs,puts,out,prefix,3.39,-0.04282647371292114
prevent,vent,pre,prefix,4.79,-0.042563896626234055
release,lease,re,prefix,5.09,-0.04002571478486061
retina,tina,re,prefix,3.4,-0.03929167613387108
missing,sing,mis,prefix,5.05,-0.0375368632376194
probation,prob,ation,suffix,3.79,-0.03734401986002922
intermission,mission,inter,prefix,3.01,-0.03580564260482788
relays,lays,re,prefix,3.19,-0.034742165356874466
discrete,crete,dis,prefix,3.56,-0.03465056046843529
disorders,orders,dis,prefix,4.14,-0.03417449817061424
commandment,command,ment,suffix,3.17,-0.0325850248336792
grateful,grate,ful,suffix,4.35,-0.03203567862510681
underwriters,writers,under,prefix,2.84,-0.03145969286561012
releasing,leasing,re,prefix,4.14,-0.029742920771241188
supervision,vision,super,prefix,3.94,-0.0279163159430027
understudy,study,under,prefix,2.75,-0.027321629226207733
transporter,porter,trans,prefix,3.19,-0.026832960546016693
remember,member,re,prefix,5.38,-0.026514682918787003
outlast,last,out,prefix,2.81,-0.025329208001494408
preventing,venting,pre,prefix,4.12,-0.02436278760433197
diversity,divers,ity,suffix,4.32,-0.024294758215546608
dislocated,located,dis,prefix,3.03,-0.023894550278782845
presiding,siding,pre,prefix,3.46,-0.02327534183859825
reaches,aches,re,prefix,4.16,-0.022110115736722946
outgoing,going,out,prefix,3.59,-0.02160685695707798
oversees,sees,over,prefix,3.29,-0.021595478057861328
deviation,devi,ation,suffix,3.4,-0.021001195535063744
recent,cent,re,prefix,5.04,-0.019726067781448364
repairing,pairing,re,prefix,3.55,-0.018283406272530556
distracts,tracts,dis,prefix,2.81,-0.018165217712521553
moveable,move,able,suffix,2.75,-0.01795596070587635
reserves,serves,re,prefix,4.22,-0.017903245985507965
fidelity,fidel,ity,suffix,3.52,-0.017644647508859634
generation,genera,tion,suffix,4.82,-0.01760401390492916
reporter,porter,re,prefix,4.35,-0.017249368131160736
subsist,subs,ist,suffix,2.55,-0.017124027013778687
outcrop,crop,out,prefix,2.76,-0.01699412241578102
remorse,morse,re,prefix,3.49,-0.016558462753891945
discounts,counts,dis,prefix,3.79,-0.01627945713698864
archive,arch,ive,suffix,3.98,-0.015590460039675236
counterpart,part,counter,prefix,3.7,-0.014622312970459461
rebound,bound,re,prefix,3.53,-0.014046775177121162
reverses,verses,re,prefix,3.05,-0.014020745642483234
interface,face,inter,prefix,4.12,-0.013855946250259876
transpose,pose,trans,prefix,2.54,-0.012065760791301727
prelate,late,pre,prefix,2.65,-0.011698701418936253
requests,quests,re,prefix,4.28,-0.009844937361776829
forecast,cast,fore,prefix,4.09,-0.00963851809501648
outskirts,skirts,out,prefix,3.56,-0.009612098336219788
retiring,tiring,re,prefix,3.8,-0.006557255517691374
discord,cord,dis,prefix,3.45,-0.00528601324185729
undies,dies,un,prefix,2.89,-0.004412916488945484
repairs,pairs,re,prefix,4.08,-0.004096263088285923
uninitiated,initiated,un,prefix,2.7,-0.00406490545719862
transplantation,plantation,trans,prefix,3.23,-0.0038849646225571632
underlined,lined,under,prefix,3.1,-0.0021274297032505274
highness,high,ness,suffix,3.34,-0.0018898423295468092
reverse,verse,re,prefix,4.37,-0.0005507345194928348
discovers,covers,dis,prefix,3.62,6.48478016955778e-05
repost,post,re,prefix,3.6,0.00045912055065855384
regent,gent,re,prefix,3.45,0.0005696493899449706
preaching,aching,pre,prefix,3.69,0.0010345194023102522
intermediate,mediate,inter,prefix,4.04,0.0011272616684436798
recovers,covers,re,prefix,3.27,0.0011488832533359528
overriding,riding,over,prefix,3.09,0.0012750790920108557
reside,side,re,prefix,3.67,0.0017485462594777346
dispatched,patched,dis,prefix,3.61,0.0018908967031165957
retires,tires,re,prefix,3.29,0.0025557950139045715
resided,sided,re,prefix,3.33,0.003701504785567522
residing,siding,re,prefix,3.58,0.0037352393846958876
discourage,courage,dis,prefix,3.57,0.004345771856606007
contentment,content,ment,suffix,3.05,0.005681299138814211
underscored,scored,under,prefix,2.78,0.006073640193790197
forecasts,casts,fore,prefix,3.58,0.006264587864279747
represents,presents,re,prefix,4.48,0.007055879570543766
preying,ying,pre,prefix,2.77,0.007243606261909008
recoup,coup,re,prefix,2.98,0.008065196685492992
releases,leases,re,prefix,4.32,0.008195986971259117
detective,detect,ive,suffix,4.21,0.00824002269655466
revolts,volts,re,prefix,2.82,0.008468200452625751
statist,stat,ist,suffix,2.61,0.010032029822468758
authority,author,ity,suffix,4.81,0.010954502038657665
reconstructive,constructive,re,prefix,2.85,0.011785419657826424
present,sent,pre,prefix,5.18,0.012843567878007889
outlining,lining,out,prefix,3.31,0.013564788736402988
resort,sort,re,prefix,4.37,0.013740469701588154
report,port,re,prefix,5.32,0.014182500541210175
overthrow,throw,over,prefix,3.61,0.014342782087624073
distract,tract,dis,prefix,3.71,0.014433668926358223
redress,dress,re,prefix,3.15,0.015494589693844318
representing,presenting,re,prefix,4.36,0.016214745119214058
transposition,position,trans,prefix,2.54,0.01704426296055317
outlets,lets,out,prefix,4.0,0.018487242981791496
principality,principal,ity,suffix,2.78,0.019399074837565422
transitive,transit,ive,suffix,2.76,0.01961086317896843
unattended,attended,un,prefix,3.18,0.02071751095354557
underscore,score,under,prefix,2.97,0.020750265568494797
compliment,comply,ment,suffix,3.91,0.020932668820023537
translate,late,trans,prefix,3.93,0.02106187865138054
supercharged,charged,super,prefix,2.82,0.02121388539671898
transponder,ponder,trans,prefix,3.07,0.021661346778273582
livelihood,lively,hood,suffix,3.42,0.02215903252363205
superimposed,imposed,super,prefix,2.92,0.02227637730538845
displaces,places,dis,prefix,2.53,0.022410282865166664
dispatches,patches,dis,prefix,3.08,0.023335544392466545
rebates,bates,re,prefix,3.18,0.023505862802267075
displace,place,dis,prefix,2.97,0.0236311387270689
translocation,location,trans,prefix,2.72,0.023706484586000443
outbreaks,breaks,out,prefix,3.35,0.024295207113027573
outsource,source,out,prefix,2.92,0.024839535355567932
discount,count,dis,prefix,4.35,0.02581683360040188
renato,nato,re,prefix,2.68,0.026390891522169113
orientation,orient,ation,suffix,4.05,0.027314553037285805
dissect,sect,dis,prefix,2.9,0.027401629835367203
transverse,verse,trans,prefix,3.27,0.027916083112359047
rewind,wind,re,prefix,3.24,0.02795862965285778
underscores,scores,under,prefix,2.92,0.028892284259200096
disaffected,affected,dis,prefix,2.75,0.029044339433312416
transposed,posed,trans,prefix,2.55,0.029500193893909454
priceless,price,less,suffix,3.58,0.02952265366911888
considerable,consider,able,suffix,4.25,0.02956991456449032
retreat,treat,re,prefix,4.13,0.029642414301633835
outcrops,crops,out,prefix,2.79,0.03043581359088421
projective,project,ive,suffix,2.74,0.03056957758963108
dislodge,lodge,dis,prefix,2.79,0.0310781542211771
remarked,marked,re,prefix,3.59,0.03194822743535042
discredit,credit,dis,prefix,3.36,0.03445018455386162
pacification,pacific,ation,suffix,2.57,0.03456567972898483
prescribe,scribe,pre,prefix,3.39,0.03479287028312683
disappointed,appointed,dis,prefix,4.42,0.03499356284737587
dismantle,mantle,dis,prefix,3.24,0.035726845264434814
interment,inter,ment,suffix,2.75,0.03586959093809128
discontent,content,dis,prefix,3.37,0.036098457872867584
willful,will,ful,suffix,3.08,0.03619616478681564
relying,lying,re,prefix,3.81,0.03641476854681969
recaps,caps,re,prefix,2.65,0.03724479302763939
underlines,lines,under,prefix,2.76,0.037491243332624435
undermine,mine,under,prefix,3.65,0.038266170769929886
diseased,eased,dis,prefix,3.11,0.038298897445201874
unwind,wind,un,prefix,3.09,0.03923195227980614
overdraft,draft,over,prefix,2.84,0.03961886838078499
recollection,collection,re,prefix,3.28,0.04120192304253578
coronation,corona,tion,suffix,3.45,0.04138053581118584
outtakes,takes,out,prefix,2.63,0.041451528668403625
demotion,demo,tion,suffix,2.7,0.04145193472504616
habitable,habit,able,suffix,3.13,0.04162397235631943
retired,tired,re,prefix,4.44,0.04197915270924568
recognition,cognition,re,prefix,4.47,0.04211293160915375
resent,sent,re,prefix,3.38,0.04233647510409355
unsaid,said,un,prefix,2.69,0.042684245854616165
collation,coll,ation,suffix,2.61,0.04304466396570206
discovering,covering,dis,prefix,3.82,0.04359893128275871
dismissing,missing,dis,prefix,3.39,0.043862298130989075
maximize,maxim,ize,suffix,3.63,0.04397474601864815
recycling,cycling,re,prefix,3.76,0.04525751620531082
mischief,chief,mis,prefix,3.36,0.04534090682864189
amenity,amen,ity,suffix,2.75,0.04576362669467926
republic,public,re,prefix,4.6,0.046306315809488297
rebounds,bounds,re,prefix,3.76,0.046840962022542953
listless,list,less,suffix,2.53,0.04692336544394493
superposition,position,super,prefix,2.59,0.046962279826402664
unveiled,veiled,un,prefix,3.76,0.04757388308644295
overseen,seen,over,prefix,3.15,0.047747500240802765
dislocation,location,dis,prefix,2.87,0.04788750782608986
disbanded,banded,dis,prefix,3.15,0.04807098209857941
recovering,covering,re,prefix,3.84,0.04882502928376198
underlying,lying,under,prefix,4.17,0.04986860975623131
predestination,destination,pre,prefix,2.51,0.05033976212143898
prefaced,faced,pre,prefix,2.51,0.05062031000852585
repetition,petition,re,prefix,3.48,0.050981614738702774
remarking,marking,re,prefix,2.81,0.05114724487066269
ligation,liga,tion,suffix,2.51,0.05241073668003082
globalist,global,ist,suffix,2.77,0.05263499543070793
quotation,quot,ation,suffix,3.51,0.053254611790180206
prevents,vents,pre,prefix,3.89,0.05442209914326668
reverb,verb,re,prefix,2.92,0.055354632437229156
unveil,veil,un,prefix,3.2,0.05592869222164154
countless,count,less,suffix,3.96,0.055932268500328064
revisions,visions,re,prefix,3.45,0.05593842640519142
tireless,tire,less,suffix,3.04,0.05643945932388306
precursor,cursor,pre,prefix,3.44,0.056443557143211365
unfailing,failing,un,prefix,2.51,0.056869395077228546
intersects,sects,inter,prefix,2.76,0.05691750347614288
resection,section,re,prefix,2.79,0.05720816180109978
antifreeze,freeze,anti,prefix,2.56,0.05739391967654228
minority,minor,ity,suffix,4.41,0.05817413702607155
tangible,tang,ible,suffix,3.66,0.05829190835356712
ligament,liga,ment,suffix,3.34,0.05840548500418663
revenues,venues,re,prefix,4.06,0.05932587385177612
baseless,base,less,suffix,3.09,0.059772782027721405
foreword,word,fore,prefix,3.13,0.06023627519607544
disappoint,appoint,dis,prefix,3.67,0.060417644679546356
pretense,tense,pre,prefix,3.01,0.06070638447999954
forerunner,runner,fore,prefix,2.99,0.06116316467523575
ruthless,ruth,less,suffix,3.65,0.061251115053892136
retire,tire,re,prefix,4.05,0.061490997672080994
materialist,material,ist,suffix,2.61,0.061548586934804916
previews,views,pre,prefix,3.33,0.06157313287258148
retreated,treated,re,prefix,3.38,0.0625457838177681
resins,sins,re,prefix,2.94,0.0629211887717247
overhaul,haul,over,prefix,3.59,0.06318315118551254
recessive,recess,ive,suffix,2.91,0.0633423700928688
restore,store,re,prefix,4.18,0.06430525332689285
industrious,industry,ous,suffix,2.79,0.06440170109272003
internment,intern,ment,suffix,2.99,0.064781554043293
preoccupied,occupied,pre,prefix,3.26,0.06507730484008789
bearable,bear,able,suffix,2.89,0.06517713516950607
amenable,amen,able,suffix,2.89,0.06531813740730286
reruns,runs,re,prefix,2.89,0.06538804620504379
dismiss,miss,dis,prefix,3.85,0.06622058898210526
preform,form,pre,prefix,2.5,0.06625605374574661
reboots,boots,re,prefix,2.51,0.06680380553007126
outline,line,out,prefix,3.92,0.06688769906759262
displaced,placed,dis,prefix,3.8,0.06731003522872925
preserved,served,pre,prefix,4.07,0.06799425929784775
outboard,board,out,prefix,2.86,0.06854242086410522
retails,tails,re,prefix,2.63,0.06874296069145203
reunion,union,re,prefix,3.93,0.06898216158151627
transfixed,fixed,trans,prefix,2.52,0.06959936767816544
renews,news,re,prefix,2.75,0.07001976668834686
interment,ment,inter,prefix,2.75,0.07009493559598923
disclose,close,dis,prefix,3.84,0.07017208635807037
overhead,head,over,prefix,3.93,0.07069864124059677
generality,general,ity,suffix,2.51,0.07094879448413849
easement,ease,ment,suffix,2.79,0.07108104974031448
replays,plays,re,prefix,3.15,0.07113874703645706
unassuming,assuming,un,prefix,2.82,0.0714518204331398
reciting,citing,re,prefix,3.12,0.07156246900558472
transmission,mission,trans,prefix,4.33,0.07167816907167435
outcomes,comes,out,prefix,4.1,0.07203786820173264
multicast,cast,multi,prefix,2.57,0.07205259054899216
courtship,court,ship,suffix,3.19,0.07232244312763214
revision,vision,re,prefix,3.82,0.07378657162189484
unfounded,founded,un,prefix,3.23,0.07439751923084259
timeless,time,less,suffix,3.53,0.07497727870941162
repair,pair,re,prefix,4.41,0.07531603425741196
underwriting,writing,under,prefix,3.14,0.0756547674536705
unwell,well,un,prefix,3.14,0.07633017748594284
displayed,played,dis,prefix,4.18,0.07672960311174393
underhill,hill,under,prefix,2.62,0.07802161574363708
colonist,colon,ist,suffix,2.53,0.07827379554510117
underpass,pass,under,prefix,2.56,0.07831986993551254
disoriented,oriented,dis,prefix,2.9,0.07882846146821976
outbreak,break,out,prefix,3.99,0.07921887189149857
retreating,treating,re,prefix,3.27,0.07995151728391647
uncovers,covers,un,prefix,2.84,0.0801985114812851
understated,stated,under,prefix,3.11,0.08074119687080383
brotherhood,brother,hood,suffix,3.85,0.0808374434709549
dexterity,dexter,ity,suffix,3.07,0.08090318739414215
overwatch,watch,over,prefix,3.49,0.08110250532627106
reforms,forms,re,prefix,4.06,0.08124669641256332
distributes,tributes,dis,prefix,3.15,0.08126791566610336
untoward,toward,un,prefix,2.7,0.0818997472524643
peerless,peer,less,suffix,2.76,0.08212348818778992
preaches,aches,pre,prefix,2.89,0.0824907049536705
unsettling,settling,un,prefix,3.29,0.08250919729471207
disgusts,gusts,dis,prefix,2.68,0.0831204205751419
underworld,world,under,prefix,3.46,0.08339400589466095
discounted,counted,dis,prefix,3.58,0.08366207778453827
regents,gents,re,prefix,3.28,0.08417030423879623
untoward,unto,ward,suffix,2.7,0.08504119515419006
disposed,posed,dis,prefix,3.55,0.08545136451721191
wilderness,wilder,ness,suffix,3.95,0.08595956861972809
preserving,serving,pre,prefix,3.73,0.08605086803436279
formative,format,ive,suffix,3.27,0.08617305010557175
stateless,state,less,suffix,2.85,0.08661075681447983
relied,lied,re,prefix,3.82,0.08667454123497009
dentist,dent,ist,suffix,3.86,0.08672318607568741
probable,prob,able,suffix,3.79,0.08678197860717773
restores,stores,re,prefix,3.05,0.08699686080217361
basement,base,ment,suffix,4.18,0.08809022605419159
centrality,central,ity,suffix,2.62,0.088363878428936
installment,install,ment,suffix,3.58,0.08871114999055862
interpolation,interpol,ation,suffix,2.85,0.08966253697872162
understood,stood,under,prefix,4.58,0.08976518362760544
unleash,leash,un,prefix,3.41,0.09009277075529099
remedial,medial,re,prefix,3.08,0.09058331698179245
pretext,text,pre,prefix,3.27,0.09070710092782974
remark,mark,re,prefix,3.66,0.09080838412046432
pretenders,tenders,pre,prefix,2.65,0.0912037193775177
discover,cover,dis,prefix,4.39,0.09163656830787659
hilarious,hilary,ous,suffix,4.27,0.09201046824455261
resigns,signs,re,prefix,3.2,0.09204613417387009
callous,call,ous,suffix,3.07,0.09274917095899582
studious,study,ous,suffix,2.54,0.09317745268344879
remarks,marks,re,prefix,4.16,0.09398416429758072
outraged,raged,out,prefix,3.57,0.09410113841295242
overheads,heads,over,prefix,2.69,0.09425180405378342
pretender,tender,pre,prefix,2.8,0.09429637342691422
domestication,domestic,ation,suffix,2.74,0.09452534466981888
counterparts,parts,counter,prefix,3.75,0.09499616920948029
intersect,sect,inter,prefix,3.19,0.09522642940282822
intercourse,course,inter,prefix,3.6,0.0952300950884819
remission,mission,re,prefix,3.19,0.09531573206186295
preposition,position,pre,prefix,2.62,0.09593482315540314
overstate,state,over,prefix,2.67,0.09615404903888702
superconducting,conducting,super,prefix,2.71,0.09695370495319366
priority,prior,ity,suffix,4.41,0.09706056118011475
betterment,better,ment,suffix,3.02,0.09749581664800644
overland,land,over,prefix,3.23,0.09756562113761902
prefixes,fixes,pre,prefix,2.7,0.09800541400909424
undermining,mining,under,prefix,3.32,0.098924420773983
presided,sided,pre,prefix,3.41,0.09924772381782532
boundless,bound,less,suffix,3.04,0.09930727630853653
overlaps,laps,over,prefix,2.95,0.09983545541763306
contactless,contact,less,suffix,2.73,0.09987591207027435
reminding,minding,re,prefix,3.73,0.10005147010087967
prohibitive,prohibit,ive,suffix,2.95,0.1000523492693901
displacement,placement,dis,prefix,3.63,0.10027339309453964
incurable,incur,able,suffix,3.03,0.10028952360153198
unrest,rest,un,prefix,3.61,0.10058508068323135
liquidation,liquid,ation,suffix,3.26,0.10084690153598785
severity,sever,ity,suffix,3.71,0.10115290433168411
department,depart,ment,suffix,5.23,0.10121877491474152
retract,tract,re,prefix,3.03,0.10125701129436493
pavement,pave,ment,suffix,3.61,0.10158777981996536
reversion,version,re,prefix,2.6,0.10169662535190582
displays,plays,dis,prefix,4.07,0.10182532668113708
outdoors,doors,out,prefix,3.71,0.10275842249393463
lossless,loss,less,suffix,2.64,0.1030728742480278
uncommonly,commonly,un,prefix,2.58,0.10320389270782471
premature,mature,pre,prefix,3.7,0.10364583134651184
restrain,strain,re,prefix,3.27,0.10420805960893631
unyielding,yielding,un,prefix,2.67,0.10428054630756378
recourse,course,re,prefix,3.29,0.10436873883008957
foreclose,close,fore,prefix,2.51,0.10475004464387894
disowned,owned,dis,prefix,2.84,0.10480211675167084
replacements,placements,re,prefix,3.53,0.10497216880321503
overruns,runs,over,prefix,2.61,0.1049804836511612
passive,pass,ive,suffix,4.03,0.10515382140874863
undergrowth,growth,under,prefix,2.67,0.1053166463971138
preterm,term,pre,prefix,2.75,0.10565146058797836
authorize,author,ize,suffix,3.38,0.10589393973350525
reportage,portage,re,prefix,2.65,0.10596693307161331
transported,ported,trans,prefix,3.88,0.10597943514585495
disservice,service,dis,prefix,2.92,0.10617198795080185
forecasting,casting,fore,prefix,3.47,0.10626021772623062
recommended,commended,re,prefix,4.5,0.10781342536211014
preordered,ordered,pre,prefix,2.56,0.10840986669063568
remiss,miss,re,prefix,2.62,0.10879246890544891
resemblance,semblance,re,prefix,3.59,0.1088758036494255
dissent,sent,dis,prefix,3.56,0.10892246663570404
habitation,habit,ation,suffix,2.98,0.10896047949790955
disordered,ordered,dis,prefix,2.98,0.10907913744449615
accountable,account,able,suffix,3.9,0.10940960794687271
underlining,lining,under,prefix,2.69,0.10957884788513184
disclosed,closed,dis,prefix,3.8,0.10968691855669022
catchment,catch,ment,suffix,3.02,0.1098359152674675
remaster,master,re,prefix,2.7,0.11024811118841171
undercard,card,under,prefix,2.55,0.11030843108892441
restraining,straining,re,prefix,3.48,0.11048837006092072
outreach,reach,out,prefix,3.68,0.11080317944288254
recovered,covered,re,prefix,4.25,0.11106723546981812
tearful,tear,ful,suffix,2.99,0.11112289875745773
needful,need,ful,suffix,2.54,0.11156092584133148
mislead,lead,mis,prefix,3.22,0.11205676198005676
overlooking,looking,over,prefix,3.68,0.11213190853595734
replacement,placement,re,prefix,4.44,0.11222323775291443
redirection,direction,re,prefix,2.58,0.11235553026199341
disclosure,closure,dis,prefix,4.0,0.11240047961473465
disease,ease,dis,prefix,4.9,0.11241783201694489
available,avail,able,suffix,5.28,0.11254969239234924
rebounded,bounded,re,prefix,2.86,0.11256872117519379
unearth,earth,un,prefix,2.69,0.11272254586219788
understanding,standing,under,prefix,4.82,0.11308593302965164
totality,total,ity,suffix,2.98,0.11329801380634308
remarkable,remark,able,suffix,4.29,0.11343424022197723
pretensions,tensions,pre,prefix,2.63,0.11357872188091278
ideation,idea,tion,suffix,2.63,0.11371821165084839
multitask,task,multi,prefix,2.5,0.11385437846183777
restock,stock,re,prefix,2.78,0.11411722749471664
amorous,amor,ous,suffix,2.76,0.11431169509887695
hospitality,hospital,ity,suffix,3.9,0.11462867259979248
dissolved,solved,dis,prefix,3.87,0.1149788647890091
deductive,deduct,ive,suffix,2.65,0.11522261798381805
materialize,material,ize,suffix,2.99,0.11528795957565308
dispose,pose,dis,prefix,3.53,0.11565077304840088
antitrust,trust,anti,prefix,3.37,0.11637429147958755
sensible,sens,ible,suffix,3.98,0.11682666838169098
pensive,pens,ive,suffix,2.63,0.11758106201887131
research,search,re,prefix,5.39,0.1175822913646698
reminded,minded,re,prefix,4.17,0.11777593940496445
underwood,wood,under,prefix,3.46,0.11809305101633072
outcasts,casts,out,prefix,2.83,0.11830665916204453
portable,port,able,suffix,3.97,0.11851892620325089
reserve,serve,re,prefix,4.6,0.11872328072786331
unstuck,stuck,un,prefix,2.5,0.1187683492898941
origination,origin,ation,suffix,2.71,0.1190706267952919
interfacing,facing,inter,prefix,2.54,0.11916691064834595
serviceable,service,able,suffix,2.97,0.11925683915615082
relent,lent,re,prefix,2.52,0.11943184584379196
oversize,overs,ize,suffix,2.68,0.11958058178424835
refine,fine,re,prefix,3.28,0.11988065391778946
refresher,fresher,re,prefix,2.92,0.11991128325462341
dissing,sing,dis,prefix,2.59,0.1199454665184021
reform,form,re,prefix,4.53,0.12002688646316528
undermined,mined,under,prefix,3.32,0.1201084777712822
undermines,mines,under,prefix,3.13,0.12038742750883102
foretold,told,fore,prefix,2.84,0.12046069651842117
outwards,wards,out,prefix,2.99,0.12234462052583694
unbecoming,becoming,un,prefix,2.63,0.12288869172334671
forecourt,court,fore,prefix,2.51,0.12367763370275497
outdoor,door,out,prefix,4.23,0.12405343353748322
misdemeanor,demeanor,mis,prefix,3.38,0.12414128333330154
undated,dated,un,prefix,3.04,0.12419472634792328
restless,rest,less,suffix,3.6,0.12436240166425705
resigned,signed,re,prefix,4.04,0.12449438869953156
unmoved,moved,un,prefix,2.68,0.12454984337091446
stillness,still,ness,suffix,2.98,0.12472667545080185
multifamily,family,multi,prefix,2.61,0.12505020201206207
injurious,injury,ous,suffix,2.58,0.12520676851272583
disfigured,figured,dis,prefix,2.93,0.1252967268228531
repetitions,petitions,re,prefix,2.78,0.1256396770477295
spotless,spot,less,suffix,3.12,0.12567265331745148
antibodies,bodies,anti,prefix,3.56,0.12596988677978516
retort,tort,re,prefix,2.89,0.126007542014122
revelation,revel,ation,suffix,3.96,0.12609392404556274
overseer,seer,over,prefix,2.93,0.12619981169700623
reproductive,productive,re,prefix,3.8,0.126975879073143
flawless,flaw,less,suffix,3.6,0.1269889771938324
overrides,rides,over,prefix,2.67,0.12699547410011292
redeem,deem,re,prefix,3.53,0.12745852768421173
reserving,serving,re,prefix,2.93,0.12747149169445038
groundless,ground,less,suffix,2.52,0.12829025089740753
repress,press,re,prefix,2.82,0.12845487892627716
posterity,poster,ity,suffix,2.97,0.1286490261554718
realist,real,ist,suffix,3.26,0.12888315320014954
disgust,gust,dis,prefix,3.61,0.12900692224502563
suitable,suit,able,suffix,4.38,0.12921442091464996
wrongful,wrong,ful,suffix,3.33,0.12944476306438446
reunions,unions,re,prefix,2.94,0.1294846087694168
outlooks,looks,out,prefix,2.55,0.12957526743412018
antisocial,social,anti,prefix,3.13,0.1302042156457901
transaction,action,trans,prefix,4.21,0.1302982121706009
receptionist,reception,ist,suffix,3.26,0.13078367710113525
disintegrated,integrated,dis,prefix,2.96,0.13096536695957184
remakes,makes,re,prefix,2.94,0.13127413392066956
forebears,bears,fore,prefix,2.62,0.13156574964523315
counterweight,weight,counter,prefix,2.66,0.13165655732154846
prepositions,positions,pre,prefix,2.54,0.13168959319591522
replace,place,re,prefix,4.58,0.13206017017364502
countable,count,able,suffix,2.51,0.13207542896270752
mortality,mortal,ity,suffix,3.9,0.13227996230125427
dissolving,solving,dis,prefix,3.08,0.13229845464229584
underwritten,written,under,prefix,2.61,0.13265758752822876
untold,told,un,prefix,3.32,0.13288363814353943
unopened,opened,un,prefix,2.94,0.13354115188121796
replacing,placing,re,prefix,4.15,0.13354575634002686
rightful,right,ful,suffix,3.38,0.13361524045467377
downsize,downs,ize,suffix,2.65,0.1337871551513672
overhauling,hauling,over,prefix,2.57,0.13418592512607574
outback,back,out,prefix,3.21,0.13463757932186127
interchange,change,inter,prefix,3.49,0.13466602563858032
precast,cast,pre,prefix,2.51,0.134719580411911
interactivity,activity,inter,prefix,2.6,0.13478392362594604
